Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
scientist/catchone.wav,#catchone,Gray,,#HalfLife_Scientist,,,
scientist/chaostheory.wav,#chaostheory,Gray,,#HalfLife_Scientist,,,
scientist/checkatten.wav,#checkatten,Gray,,#HalfLife_Scientist,,,
scientist/completelywrong.wav,#completelywrong,Gray,,#HalfLife_Scientist,,,
scientist/containfail.wav,#containfail,Gray,,#HalfLife_Scientist,,,
scientist/correcttheory.wav,#correcttheory,Gray,,#HalfLife_Scientist,,,
scientist/delayagain.wav,#delayagain,Gray,,#HalfLife_Scientist,,,
scientist/didyouhear.wav,#didyouhear,Gray,,#HalfLife_Scientist,,,
scientist/dinner.wav,#dinner,Gray,,#HalfLife_Scientist,,,
scientist/dontconcur.wav,#dontconcur,Gray,,#HalfLife_Scientist,,,
scientist/dontgothere.wav,#dontgothere,Gray,,#HalfLife_Scientist,,,
scientist/dontknow.wav,#dontknow,Gray,,#HalfLife_Scientist,,,
scientist/dontwantdie.wav,#dontwantdie,Gray,,#HalfLife_Scientist,,,
scientist/donuteater.wav,#donuteater,Gray,,#HalfLife_Scientist,,,
scientist/doyousmell.wav,#doyousmell,Gray,,#HalfLife_Scientist,,,
scientist/evergetout.wav,#evergetout,Gray,,#HalfLife_Scientist,,,
scientist/erseen.wav,#erseen,Gray,,#HalfLife_Scientist,,,
scientist/excellentteam.wav,#excellentteam,Gray,,#HalfLife_Scientist,,,
scientist/excuse.wav,#excuse,Gray,,#HalfLife_Scientist,,,
scientist/fascinating.wav,#fascinating,Gray,,#HalfLife_Scientist,,,
scientist/fellowscientist.wav,#fellowscientist,Gray,,#HalfLife_Scientist,,,
scientist/fine.wav,#fine,Gray,,#HalfLife_Scientist,,,
scientist/freeman.wav,#freeman,Gray,,#HalfLife_Scientist,,,
scientist/freemanalive.wav,#freemanalive,Gray,,#HalfLife_Scientist,,,
scientist/fusionshunt.wav,#fusionshunt,Gray,,#HalfLife_Scientist,,,
scientist/getoutalive.wav,#getoutalive,Gray,,#HalfLife_Scientist,,,
scientist/getoutofhere.wav,#getoutofhere,Gray,,#HalfLife_Scientist,,,
scientist/goodpaper.wav,#goodpaper,Gray,,#HalfLife_Scientist,,,
scientist/goodtoseeyou.wav,#goodtoseeyou,Gray,,#HalfLife_Scientist,,,
scientist/gottogetout.wav,#gottogetout,Gray,,#HalfLife_Scientist,,,
scientist/greetings.wav,#greetings,Gray,,#HalfLife_Scientist,,,
scientist/greetings2.wav,#greetings2,Gray,,#HalfLife_Scientist,,,
scientist/headcrab.wav,#headcrab,Gray,,#HalfLife_Scientist,,,
scientist/heal1.wav,#heal1,Gray,,#HalfLife_Scientist,,,
scientist/heal2.wav,#heal2,Gray,,#HalfLife_Scientist,,,
scientist/heal3.wav,#heal3,Gray,,#HalfLife_Scientist,,,
scientist/heal4.wav,#heal4,Gray,,#HalfLife_Scientist,,,
scientist/heal5.wav,#heal5,Gray,,#HalfLife_Scientist,,,
scientist/hearsomething.wav,#scientisthearsomething,Gray,,#HalfLife_Scientist,,,
scientist/hello.wav,#hello,Gray,,#HalfLife_Scientist,,,
scientist/hello2.wav,#hello2,Gray,,#HalfLife_Scientist,,,
scientist/hellofreeman.wav,#hellofreeman,Gray,,#HalfLife_Scientist,,,
scientist/hellofromlab.wav,#hellofromlab,Gray,,#HalfLife_Scientist,,,
scientist/hellothere.wav,#hellothere,Gray,,#HalfLife_Scientist,,,
scientist/hideglasses.wav,#hideglasses,Gray,,#HalfLife_Scientist,,,
scientist/holdstill.wav,#holdstill,Gray,,#HalfLife_Scientist,,,
scientist/hopenominal.wav,#hopenominal,Gray,,#HalfLife_Scientist,,,
scientist/hopeyouknow.wav,#hopeyouknow,Gray,,#HalfLife_Scientist,,,
scientist/howinteresting.wav,#howinteresting,Gray,,#HalfLife_Scientist,,,
scientist/hungryyet.wav,#hungryyet,Gray,,#HalfLife_Scientist,,,
scientist/ibelieveso.wav,#ibelieveso,Gray,,#HalfLife_Scientist,,,
scientist/idontthinkso.wav,#idontthinkso,Gray,,#HalfLife_Scientist,,,
scientist/ihearsomething.wav,#ihearsomething,Gray,,#HalfLife_Scientist,,,
scientist/illwait.wav,#scientistillwait,Gray,,#HalfLife_Scientist,,,
scientist/illwaithere.wav,#illwaithere,Gray,,#HalfLife_Scientist,,,
scientist/importantspecies.wav,#importantspecies,Gray,,#HalfLife_Scientist,,,
scientist/improbable.wav,#improbable,Gray,,#HalfLife_Scientist,,,
scientist/imsure.wav,#imsure,Gray,,#HalfLife_Scientist,,,
scientist/inconclusive.wav,#inconclusive,Gray,,#HalfLife_Scientist,,,
scientist/inmesstoo.wav,#inmesstoo,Gray,,#HalfLife_Scientist,,,
scientist/ipredictedthis.wav,#ipredictedthis,Gray,,#HalfLife_Scientist,,,
scientist/istay.wav,#istay,Gray,,#HalfLife_Scientist,,,
scientist/iwounded.wav,#iwounded,Gray,,#HalfLife_Scientist,,,
scientist/iwounded2.wav,#iwounded2,Gray,,#HalfLife_Scientist,,,
scientist/iwoundedbad.wav,#iwoundedbad,Gray,,#HalfLife_Scientist,,,
scientist/justasked.wav,#justasked,Gray,,#HalfLife_Scientist,,,
scientist/lambdalab.wav,#lambdalab,Gray,,#HalfLife_Scientist,,,
scientist/leadtheway.wav,#leadtheway,Gray,,#HalfLife_Scientist,,,
scientist/leavingme.wav,#leavingme,Gray,,#HalfLife_Scientist,,,
scientist/letmehelp.wav,#letmehelp,Gray,,#HalfLife_Scientist,,,
scientist/letsgo.wav,#scientistletsgo,Gray,,#HalfLife_Scientist,,,
scientist/letstrythis.wav,#letstrythis,Gray,,#HalfLife_Scientist,,,
scientist/letyouin.wav,#letyouin,Gray,,#HalfLife_Scientist,,,
scientist/limitsok.wav,#limitsok,Gray,,#HalfLife_Scientist,,,
scientist/lowervoice.wav,#lowervoice,Gray,,#HalfLife_Scientist,,,
scientist/luckwillchange.wav,#luckwillchange,Gray,,#HalfLife_Scientist,,,
scientist/madness.wav,#madness,Gray,,#HalfLife_Scientist,,,
scientist/needsleep.wav,#needsleep,Gray,,#HalfLife_Scientist,,,
scientist/neverseen.wav,#neverseen,Gray,,#HalfLife_Scientist,,,
scientist/newhevsuit.wav,#newhevsuit,Gray,,#HalfLife_Scientist,,,
scientist/newsample.wav,#newsample,Gray,,#HalfLife_Scientist,,,
scientist/nodoubt.wav,#nodoubt,Gray,,#HalfLife_Scientist,,,
scientist/nogrant.wav,#nogrant,Gray,,#HalfLife_Scientist,,,
scientist/noguess.wav,#noguess,Gray,,#HalfLife_Scientist,,,
scientist/noidea.wav,#noidea,Gray,,#HalfLife_Scientist,,,
scientist/noo.wav,#noo,Gray,,#HalfLife_Scientist,,,
scientist/nooo.wav,#nooo,Gray,,#HalfLife_Scientist,,,
scientist/noplease.wav,#noplease,Gray,,#HalfLife_Scientist,,,
scientist/notcertain.wav,#notcertain,Gray,,#HalfLife_Scientist,,,
scientist/nothostile.wav,#nothostile,Gray,,#HalfLife_Scientist,,,
scientist/notsure.wav,#notsure,Gray,,#HalfLife_Scientist,,,
scientist/odorfromyou.wav,#odorfromyou,Gray,,#HalfLife_Scientist,,,
scientist/ofcourse.wav,#ofcourse,Gray,,#HalfLife_Scientist,,,
scientist/ofcoursenot.wav,#ofcoursenot,Gray,,#HalfLife_Scientist,,,
scientist/okgetout.wav,#okgetout,Gray,,#HalfLife_Scientist,,,
scientist/okihope.wav,#okihope,Gray,,#HalfLife_Scientist,,,
scientist/organicmatter.wav,#organicmatter,Gray,,#HalfLife_Scientist,,,
scientist/peculiarmarks.wav,#peculiarmarks,Gray,,#HalfLife_Scientist,,,
scientist/peculiarodor.wav,#peculiarodor,Gray,,#HalfLife_Scientist,,,
scientist/perfectday.wav,#perfectday,Gray,,#HalfLife_Scientist,,,
scientist/perhaps.wav,#perhaps,Gray,,#HalfLife_Scientist,,,
scientist/positively.wav,#positively,Gray,,#HalfLife_Scientist,,,
scientist/purereadings.wav,#purereadings,Gray,,#HalfLife_Scientist,,,
scientist/recalculate.wav,#recalculate,Gray,,#HalfLife_Scientist,,,
scientist/reconsider.wav,#reconsider,Gray,,#HalfLife_Scientist,,,
scientist/repeat.wav,#repeat,Gray,,#HalfLife_Scientist,,,
scientist/reportflux.wav,#reportflux,Gray,,#HalfLife_Scientist,,,
scientist/rescueus.wav,#rescueus,Gray,,#HalfLife_Scientist,,,
scientist/ridiculous.wav,#ridiculous,Gray,,#HalfLife_Scientist,,,
scientist/right.wav,#right,Gray,,#HalfLife_Scientist,,,
scientist/rightwayout.wav,#rightwayout,Gray,,#HalfLife_Scientist,,,
scientist/rumorclean.wav,#rumorclean,Gray,,#HalfLife_Scientist,,,
scientist/runtest.wav,#runtest,Gray,,#HalfLife_Scientist,,,
scientist/sci_aftertest.wav,#sci_aftertest,Gray,,#HalfLife_Scientist,,,
scientist/sci_alone.wav,#sci_alone,Gray,,#HalfLife_Scientist,,,
scientist/sci_bother.wav,#sci_bother,Gray,,#HalfLife_Scientist,,,
scientist/sci_busy.wav,#sci_busy,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear6.wav,#sci_fear6,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear7.wav,#sci_fear7,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear11.wav,#sci_fear11,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear12.wav,#sci_fear12,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear13.wav,#sci_fear13,Gray,,#HalfLife_Scientist,,,
scientist/sci_fear14.wav,#sci_fear14,Gray,,#HalfLife_Scientist,,,
*scientist/sci_pain3.wav,#sci_pain3,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain6.wav,#sci_pain6,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain7.wav,#sci_pain7,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain8.wav,#sci_pain8,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain9.wav,#sci_pain9,Gray,,#HalfLife_Scientist,,,
scientist/sci_pain10.wav,#sci_pain10,Gray,,#HalfLife_Scientist,,,
scientist/sci_somewhere.wav,#sci_somewhere,Gray,,#HalfLife_Scientist,,,
scientist/scream10.wav,#scream10,Gray,,#HalfLife_Scientist,,,
scientist/scream11.wav,#scream11,Gray,,#HalfLife_Scientist,,,
scientist/scream12.wav,#scream12,Gray,,#HalfLife_Scientist,,,
scientist/scream13.wav,#scream13,Gray,,#HalfLife_Scientist,,,
scientist/seencup.wav,#seencup,Gray,,#HalfLife_Scientist,,,
scientist/shakeunification.wav,#shakeunification,Gray,,#HalfLife_Scientist,,,
scientist/shutdownchart.wav,#shutdownchart,Gray,,#HalfLife_Scientist,,,
scientist/shutup.wav,#shutup,Gray,,#HalfLife_Scientist,,,
scientist/shutup2.wav,#shutup2,Gray,,#HalfLife_Scientist,,,
scientist/simulation.wav,#simulation,Gray,,#HalfLife_Scientist,,,
scientist/slowingyou.wav,#slowingyou,Gray,,#HalfLife_Scientist,,,
scientist/smellburn.wav,#smellburn,Gray,,#HalfLife_Scientist,,,
scientist/softethics.wav,#softethics,Gray,,#HalfLife_Scientist,,,
scientist/sorryimleaving.wav,#sorryimleaving,Gray,,#HalfLife_Scientist,,,
scientist/somethingfoul.wav,#somethingfoul,Gray,,#HalfLife_Scientist,,,
scientist/startle5.wav,#startle5,Gray,,#HalfLife_Scientist,,,
scientist/startle6.wav,#startle6,Gray,,#HalfLife_Scientist,,,
scientist/startle7.wav,#startle7,Gray,,#HalfLife_Scientist,,,
scientist/startle8.wav,#startle8,Gray,,#HalfLife_Scientist,,,
scientist/startle9.wav,#startle9,Gray,,#HalfLife_Scientist,,,
scientist/statusreport.wav,#statusreport,Gray,,#HalfLife_Scientist,,,
scientist/stench.wav,#scientiststench,Gray,,#HalfLife_Scientist,,,
scientist/stimulating.wav,#stimulating,Gray,,#HalfLife_Scientist,,,
scientist/stop1.wav,#scientiststop1,Gray,,#HalfLife_Scientist,,,
scientist/stop2.wav,#scientiststop2,Gray,,#HalfLife_Scientist,,,
scientist/stop3.wav,#stop3,Gray,,#HalfLife_Scientist,,,
scientist/stop4.wav,#stop4,Gray,,#HalfLife_Scientist,,,
scientist/stopasking.wav,#stopasking,Gray,,#HalfLife_Scientist,,,
scientist/stopattacking.wav,#stopattacking,Gray,,#HalfLife_Scientist,,,
scientist/survival.wav,#survival,Gray,,#HalfLife_Scientist,,,
scientist/thatsodd.wav,#thatsodd,Gray,,#HalfLife_Scientist,,,
scientist/theoretically.wav,#theoretically,Gray,,#HalfLife_Scientist,,,
scientist/thiswillhelp.wav,#thiswillhelp,Gray,,#HalfLife_Scientist,,,
scientist/tunedtoday.wav,#tunedtoday,Gray,,#HalfLife_Scientist,,,
scientist/tunnelcalc.wav,#tunnelcalc,Gray,,#HalfLife_Scientist,,,
scientist/uselessphd.wav,#uselessphd,Gray,,#HalfLife_Scientist,,,
scientist/weartie.wav,#weartie,Gray,,#HalfLife_Scientist,,,
scientist/whatnext.wav,#whatnext,Gray,,#HalfLife_Scientist,,,
scientist/whatyoudoing.wav,#whatyoudoing,Gray,,#HalfLife_Scientist,,,
scientist/whocansay.wav,#whocansay,Gray,,#HalfLife_Scientist,,,
scientist/whoresponsible.wav,#whoresponsible,Gray,,#HalfLife_Scientist,,,
scientist/whyaskme.wav,#whyaskme,Gray,,#HalfLife_Scientist,,,
scientist/whyleave.wav,#whyleave,Gray,,#HalfLife_Scientist,,,
scientist/yees.wav,#yees,Gray,,#HalfLife_Scientist,,,
scientist/yes.wav,#yes,Gray,,#HalfLife_Scientist,,,
scientist/yes2.wav,#yes2,Gray,,#HalfLife_Scientist,,,
scientist/yes3.wav,#yes3,Gray,,#HalfLife_Scientist,,,
scientist/yesletsgo.wav,#yesletsgo,Gray,,#HalfLife_Scientist,,,
scientist/youinsane.wav,#youinsane,Gray,,#HalfLife_Scientist,,,
scientist/youlookbad.wav,#youlookbad,Gray,,#HalfLife_Scientist,,,
scientist/youlookbad2.wav,#youlookbad2,Gray,,#HalfLife_Scientist,,,
scientist/youneedmedic.wav,#scientistyouneedmedic,Gray,,#HalfLife_Scientist,,,
scientist/youwounded.wav,#youwounded,Gray,,#HalfLife_Scientist,,,
HEV_AAx,#HEV_AAx,Orange,,#HalfLife_HEV_Voice,,,
HEV_A0,#HEV_A0,Orange,,#HalfLife_HEV_Voice,,,
HEV_A1,#HEV_A1,Orange,,#HalfLife_HEV_Voice,,,
HEV_A2,#HEV_A2,Orange,,#HalfLife_HEV_Voice,,,
HEV_A3,#HEV_A3,Orange,,#HalfLife_HEV_Voice,,,
HEV_A4,#HEV_A4,Orange,,#HalfLife_HEV_Voice,,,
HEV_A8,#HEV_A8,Orange,,#HalfLife_HEV_Voice,,,
HEV_A7,#HEV_A7,Orange,,#HalfLife_HEV_Voice,,,
HEV_A5,#HEV_A5,Orange,,#HalfLife_HEV_Voice,,,
HEV_A6,#HEV_A6,Orange,,#HalfLife_HEV_Voice,,,
HEV_A10,#HEV_A10,Orange,,#HalfLife_HEV_Voice,,,
HEV_HLTH1,#HEV_HLTH1,Orange,,#HalfLife_HEV_Voice,,,
HEV_HLTH2,#HEV_HLTH2,Orange,,#HalfLife_HEV_Voice,,,
HEV_HLTH3,#HEV_HLTH3,Orange,,#HalfLife_HEV_Voice,,,
HEV_HLTH4,#HEV_HLTH4,Orange,,#HalfLife_HEV_Voice,,,
HEV_HLTH5,#HEV_HLTH5,Orange,,#HalfLife_HEV_Voice,,,
HEV_HLTH6,#HEV_HLTH6,Orange,,#HalfLife_HEV_Voice,,,
HEV_DMG7,#HEV_DMG7,Orange,,#HalfLife_HEV_Voice,,,
HEV_SHOCK,#HEV_SHOCK,Orange,,#HalfLife_HEV_Voice,,,
HEV_FIRE,#HEV_FIRE,Orange,,#HalfLife_HEV_Voice,,,
HEV_DMG3,#HEV_DMG3,Orange,,#HalfLife_HEV_Voice,,,
HEV_DMG0,#HEV_DMG0,Orange,,#HalfLife_HEV_Voice,,,
HEV_DMG1,#HEV_DMG1,Orange,,#HalfLife_HEV_Voice,,,
HEV_DMG4,#HEV_DMG4,Orange,,#HalfLife_HEV_Voice,,,
HEV_DMG5,#HEV_DMG5,Orange,,#HalfLife_HEV_Voice,,,
HEV_DMG6,#HEV_DMG6,Orange,,#HalfLife_HEV_Voice,,,
HEV_DMG2,#HEV_DMG2,Orange,,#HalfLife_HEV_Voice,,,
HEV_HEAL7,#HEV_HEAL7,Orange,,#HalfLife_HEV_Voice,,,
HEV_DET2,#HEV_DET2,Orange,,#HalfLife_HEV_Voice,,,
HEV_DET1,#HEV_DET1,Orange,,#HalfLife_HEV_Voice,,,
HEV_DET0,#HEV_DET0,Orange,,#HalfLife_HEV_Voice,,,
HEV_0P,#HEV_0P,Orange,,#HalfLife_HEV_Voice,,,
HEV_1P,#HEV_1P,Orange,,#HalfLife_HEV_Voice,,,
HEV_2P,#HEV_2P,Orange,,#HalfLife_HEV_Voice,,,
HEV_3P,#HEV_3P,Orange,,#HalfLife_HEV_Voice,,,
