Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
rosenberg/ro_heal1.wav,#ro_heal1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_heal2.wav,#ro_heal2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_heal3.wav,#ro_heal3,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_heal4.wav,#ro_heal4,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_inside_car.wav,#ro_inside_car,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_letstrythis.wav,#ro_letstrythis,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_mortal0.wav,#ro_mortal0,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_mortal1.wav,#ro_mortal1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_ok0.wav,#ro_ok0,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_ok1.wav,#ro_ok1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_ok2.wav,#ro_ok2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_ok3.wav,#ro_ok3,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_ok4.wav,#ro_ok4,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_ok5.wav,#ro_ok5,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_ok6.wav,#ro_ok6,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_ok7.wav,#ro_ok7,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_ok8.wav,#ro_ok8,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_ok9.wav,#ro_ok9,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_outro1.wav,#ro_outro1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_outro2.wav,#ro_outro2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_plfear0.wav,#ro_plfear0,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_plfear1.wav,#ro_plfear1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_plfear2.wav,#ro_plfear2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_plfear3.wav,#ro_plfear3,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_plfear4.wav,#ro_plfear4,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_scared0.wav,#ro_scared0,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_scared1.wav,#ro_scared1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_scared2.wav,#ro_scared2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_stop0.wav,#ro_stop0,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_stop1.wav,#ro_stop1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_stop2.wav,#ro_stop2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_stop3.wav,#ro_stop3,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_stop4.wav,#ro_stop4,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_almost1.wav,#ro_tele_almost1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_almost2.wav,#ro_tele_almost2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final01.wav,#ro_tele_final01,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final02.wav,#ro_tele_final02,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final03.wav,#ro_tele_final03,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final04.wav,#ro_tele_final04,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final05.wav,#ro_tele_final05,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final06.wav,#ro_tele_final06,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final07.wav,#ro_tele_final07,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final08.wav,#ro_tele_final08,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final09.wav,#ro_tele_final09,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final10.wav,#ro_tele_final10,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final11.wav,#ro_tele_final11,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final12.wav,#ro_tele_final12,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final13.wav,#ro_tele_final13,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final14.wav,#ro_tele_final14,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final15.wav,#ro_tele_final15,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final16.wav,#ro_tele_final16,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final17.wav,#ro_tele_final17,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final18.wav,#ro_tele_final18,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final19.wav,#ro_tele_final19,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final20.wav,#ro_tele_final20,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final21.wav,#ro_tele_final21,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final22.wav,#ro_tele_final22,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final23.wav,#ro_tele_final23,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final24.wav,#ro_tele_final24,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final25.wav,#ro_tele_final25,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final26.wav,#ro_tele_final26,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final27.wav,#ro_tele_final27,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_final28.wav,#ro_tele_final28,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_nocell.wav,#ro_tele_nocell,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_power1.wav,#ro_tele_power1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_power2.wav,#ro_tele_power2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_power3.wav,#ro_tele_power3,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_power4.wav,#ro_tele_power4,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_power5.wav,#ro_tele_power5,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen01.wav,#ro_tele_xen01,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen02.wav,#ro_tele_xen02,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen03a.wav,#ro_tele_xen03a,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen03b.wav,#ro_tele_xen03b,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen04.wav,#ro_tele_xen04,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen05.wav,#ro_tele_xen05,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen06.wav,#ro_tele_xen06,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen07.wav,#ro_tele_xen07,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen08.wav,#ro_tele_xen08,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen09.wav,#ro_tele_xen09,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen10.wav,#ro_tele_xen10,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen11.wav,#ro_tele_xen11,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_tele_xen12.wav,#ro_tele_xen12,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_to_teleport.wav,#ro_to_teleport,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_too_slow.wav,#ro_too_slow,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_wait0.wav,#ro_wait0,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_wait1.wav,#ro_wait1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_wait2.wav,#ro_wait2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_wait3.wav,#ro_wait3,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_wait4.wav,#ro_wait4,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_wait5.wav,#ro_wait5,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_wait6.wav,#ro_wait6,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_wait7.wav,#ro_wait7,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_wound0.wav,#ro_wound0,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_wound1.wav,#ro_wound1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_xen_call1.wav,#ro_xen_call1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_xen_call2.wav,#ro_xen_call2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_xen_call3.wav,#ro_xen_call3,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_access1.wav,#ro_yard_access1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_access2.wav,#ro_yard_access2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_almost2.wav,#ro_yard_almost2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_almost3.wav,#ro_yard_almost3,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_follow1.wav,#ro_yard_follow1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_follow2.wav,#ro_yard_follow2,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_hurry02.wav,#ro_yard_hurry02,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_notime.wav,#ro_yard_notime,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_rose1.wav,#ro_yard_rose1,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_rose2.wav,#ro_yard_rose2,Gray,40,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_rose3.wav,#ro_yard_rose3,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_rose4.wav,#ro_yard_rose4,Gray,,#HalfLife_Rosenberg,,,
rosenberg/ro_yard_scanner.wav,#ro_yard_scanner,Gray,,#HalfLife_Rosenberg,,,
scientist/sc_accident1.wav,#sc_accident1,Gray,,#HalfLife_Scientist,,,
scientist/sc_accident2.wav,#sc_accident2,Gray,,#HalfLife_Scientist,,,
scientist/sc_accident3.wav,#sc_accident3,Gray,,#HalfLife_Scientist,,,
scientist/sc_canals2.wav,#sc_canals2,Gray,,#HalfLife_Scientist,,,
scientist/sc_canals4.wav,#sc_canals4,Gray,,#HalfLife_Scientist,,,
scientist/sc_hello0.wav,#sc_hello0,Gray,,#HalfLife_Scientist,,,
scientist/sc_hello1.wav,#sc_hello1,Gray,,#HalfLife_Scientist,,,
scientist/sc_hello2.wav,#sc_hello2,Gray,,#HalfLife_Scientist,,,
scientist/sc_hello3.wav,#sc_hello3,Gray,,#HalfLife_Scientist,,,
scientist/sc_hello4.wav,#sc_hello4,Gray,,#HalfLife_Scientist,,,
scientist/sc_hello5.wav,#sc_hello5,Gray,,#HalfLife_Scientist,,,
scientist/sc_maint.wav,#sc_maint,Gray,,#HalfLife_Scientist,,,
scientist/sc_ok0.wav,#sc_ok0,Gray,,#HalfLife_Scientist,,,
scientist/sc_ok1.wav,#sc_ok1,Gray,,#HalfLife_Scientist,,,
scientist/sc_ok2.wav,#sc_ok2,Gray,,#HalfLife_Scientist,,,
scientist/sc_ok3.wav,#sc_ok3,Gray,,#HalfLife_Scientist,,,
scientist/sc_pok0.wav,#sc_pok0,Gray,,#HalfLife_Scientist,,,
scientist/sc_pok1.wav,#sc_pok1,Gray,,#HalfLife_Scientist,,,
scientist/sc_pok2.wav,#sc_pok2,Gray,,#HalfLife_Scientist,,,
scientist/sc_pok3.wav,#sc_pok3,Gray,,#HalfLife_Scientist,,,
scientist/sc_pok4.wav,#sc_pok4,Gray,,#HalfLife_Scientist,,,
scientist/sc_pok5.wav,#sc_pok5,Gray,,#HalfLife_Scientist,,,
scientist/sc_pok6.wav,#sc_pok6,Gray,,#HalfLife_Scientist,,,
scientist/sc_power1.wav,#sc_power1,Gray,,#HalfLife_Scientist,,,
scientist/sc_power2.wav,#sc_power2,Gray,,#HalfLife_Scientist,,,
scientist/sc_sec2_admin1.wav,#sc_sec2_admin1,Gray,,#HalfLife_Scientist,,,
scientist/sc_sec2_admin2.wav,#sc_sec2_admin2,Gray,,#HalfLife_Scientist,,,
scientist/sc_stop3.wav,#sc_stop3,Gray,,#HalfLife_Scientist,,,
scientist/sc_tele_work2.wav,#sc_tele_work2,Gray,,#HalfLife_Scientist,,,
scientist/sc_yard_box1.wav,#sc_yard_box1,Gray,,#HalfLife_Scientist,,,
scientist/sc_yard_box1a.wav,#sc_yard_box1a,Gray,,#HalfLife_Scientist,,,
scientist/sc_yard_box1b.wav,#sc_yard_box1b,Gray,,#HalfLife_Scientist,,,
scientist/sc_yard_box2.wav,#sc_yard_box2,Gray,,#HalfLife_Scientist,,,
scientist/sc_yard_box3.wav,#sc_yard_box3,Gray,,#HalfLife_Scientist,,,
scientist/sc_yard_box4.wav,#sc_yard_box4,Gray,,#HalfLife_Scientist,,,
scientist/sc_yard_wound1.wav,#sc_yard_wound1,Gray,,#HalfLife_Scientist,,,
scientist/sc_yard_wound2.wav,#sc_yard_wound2,Gray,,#HalfLife_Scientist,,,
barney/ba_crazy.wav,#ba_crazy,Blue,,#HalfLife_Security,,,
barney/ba_hello1.wav,#ba_hello1,Blue,,#HalfLife_Security,,,
barney/ba_hello2.wav,#ba_hello2,Blue,,#HalfLife_Security,,,
barney/ba_hello3.wav,#ba_hello3,Blue,,#HalfLife_Security,,,
barney/ba_hello4.wav,#ba_hello4,Blue,,#HalfLife_Security,,,
barney/ba_hello5.wav,#ba_hello5,Blue,,#HalfLife_Security,,,
barney/ba_openfire.wav,#ba_openfire,Blue,,#HalfLife_Security,,,
barney/ba_pok0.wav,#ba_pok0,Blue,,#HalfLife_Security,,,
barney/ba_pok1.wav,#ba_pok1,Blue,,#HalfLife_Security,,,
barney/ba_pok2.wav,#ba_pok2,Blue,,#HalfLife_Security,,,
barney/ba_pok3.wav,#ba_pok3,Blue,,#HalfLife_Security,,,
barney/ba_power1.wav,#ba_power1,Blue,,#HalfLife_Security,,,
barney/ba_power2.wav,#ba_power2,Blue,,#HalfLife_Security,,,
barney/ba_power3.wav,#ba_power3,Blue,,#HalfLife_Security,,,
barney/ba_power_wound1.wav,#ba_power_wound1,Blue,,#HalfLife_Security,,,
barney/ba_power_wound2.wav,#ba_power_wound2,Blue,,#HalfLife_Security,,,
barney/ba_security1_door1.wav,#ba_security1_door1,Blue,,#HalfLife_Security,,,
barney/ba_security1_door2.wav,#ba_security1_door2,Blue,,#HalfLife_Security,,,
barney/ba_security1_door3.wav,#ba_security1_door3,Blue,,#HalfLife_Security,,,
barney/ba_security2_admin.wav,#ba_security2_admin,Blue,,#HalfLife_Security,,,
barney/ba_security2_desk1.wav,#ba_security2_desk1,Blue,,#HalfLife_Security,,,
barney/ba_security2_desk2.wav,#ba_security2_desk2,Blue,,#HalfLife_Security,,,
barney/ba_security2_nopass.wav,#ba_security2_nopass,Blue,,#HalfLife_Security,,,
barney/ba_security2_pass.wav,#ba_security2_pass,Blue,,#HalfLife_Security,,,
barney/ba_security2_range1.wav,#ba_security2_range1,Blue,,#HalfLife_Security,,,
barney/ba_security2_range2.wav,#ba_security2_range2,Blue,,#HalfLife_Security,,,
barney/ba_shot1.wav,#ba_shot1,Blue,,#HalfLife_Security,,,
barney/ba_shot2.wav,#ba_shot2,Blue,,#HalfLife_Security,,,
barney/ba_shot3.wav,#ba_shot3,Blue,,#HalfLife_Security,,,
barney/ba_shot4.wav,#ba_shot4,Blue,,#HalfLife_Security,,,
barney/ba_shot5.wav,#ba_shot5,Blue,,#HalfLife_Security,,,
otis/mmmm.wav,#mmmm,Blue,,#HalfLife_Security,,,
otis/ot_intro_hello1.wav,#ot_intro_hello1,Blue,,#HalfLife_Security,,,
otis/ot_intro_hello2.wav,#ot_intro_hello2,Blue,,#HalfLife_Security,,,
otis/ot_intro_seeya.wav,#ot_intro_seeya,Blue,,#HalfLife_Security,,,
OT_CHAT1,#OT_CHAT1,Blue,,#HalfLife_Security,,,
tram/ba_tram0.wav,#ba_tram0,Purple,,#HalfLife_Train,,,
tram/ba_tram1.wav,#ba_tram1,Purple,,#HalfLife_Train,,,
tram/ba_tram2.wav,#ba_tram2,Purple,,#HalfLife_Train,,,
tram/ba_tram3.wav,#ba_tram3,Purple,,#HalfLife_Train,,,
tram/ba_tram4.wav,#ba_tram4,Purple,,#HalfLife_Train,,,
tram/ba_tram5.wav,#ba_tram5,Purple,,#HalfLife_Train,,,
tram/ba_tram6.wav,#ba_tram6,Purple,,#HalfLife_Train,,,
tram/ba_tram7.wav,#ba_tram7,Purple,,#HalfLife_Train,,,
tram/ba_tram8.wav,#ba_tram8,Purple,,#HalfLife_Train,,,
hgrunt/hg_canal1.wav,#hg_canal1,Green,,#HalfLife_HECU,,,
hgrunt/hg_canal2.wav,#hg_canal2,Green,,#HalfLife_HECU,,,
hgrunt/hg_canal3.wav,#hg_canal3,Green,,#HalfLife_HECU,,,
hgrunt/hg_got_barney.wav,#hg_got_barney,Green,,#HalfLife_HECU,,,
hgrunt/c2a3_hg_1drag.wav,#c2a3_hg_1drag,Green,,#HalfLife_HECU,,,
hgrunt/c2a3_hg_2drag.wav,#c2a3_hg_2drag,Green,,#HalfLife_HECU,,,
hgrunt/c2a3_hg_3drag.wav,#c2a3_hg_3drag,Green,,#HalfLife_HECU,,,
hgrunt/c2a3_hg_4drag.wav,#c2a3_hg_4drag,Green,,#HalfLife_HECU,,,
hgrunt/c2a3_hg_5drag.wav,#c2a3_hg_5drag,Green,,#HalfLife_HECU,,,
ba_holo/tr_sci_gwbarney.wav,#tr_sci_gwbarney,Gray,,#HalfLife_Scientist,,,
holo/tr_sci_hardlynoticed.wav,#tr_sci_hardlynoticed,Gray,,#HalfLife_Scientist,,,
holo/tr_sci_nextstation.wav,#tr_sci_nextstation,Gray,,#HalfLife_Scientist,,,
holo/tr_sci_unuse.wav,#tr_sci_unuse,Gray,,#HalfLife_Scientist,,,
holo/tr_sci_use.wav,#tr_sci_use,Gray,,#HalfLife_Scientist,,,
ba_holo/tr_holo_intro.wav,#tr_holo_intro,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_button.wav,#tr_holo_button,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_armor.wav,#tr_holo_armor,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_move.wav,#tr_holo_move,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_jump.wav,#tr_holo_jump,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_duck.wav,#tr_holo_duck,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_jduck.wav,#tr_holo_jduck,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_pipeduck.wav,#tr_holo_pipeduck,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_retry.wav,#tr_holo_retry,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_nicejob.wav,#tr_holo_nicejob,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_ladder.wav,#tr_holo_ladder,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_4jumps.wav,#tr_holo_4jumps,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_keeptrying.wav,#tr_holo_keeptrying,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_fallshort.wav,#tr_holo_fallshort,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_startlift.wav,#tr_holo_startlift,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_jumpdown.wav,#tr_holo_jumpdown,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_medkit.wav,#tr_holo_medkit,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_hevnouse.wav,#tr_holo_hevnouse,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_spinbridge.wav,#tr_holo_spinbridge,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_fantastic.wav,#tr_holo_fantastic,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_jumpgap.wav,#tr_holo_jumpgap,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_pushbox.wav,#tr_holo_pushbox,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_pullbox.wav,#tr_holo_pullbox,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_breakbox.wav,#tr_holo_breakbox,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_flashlight.wav,#tr_holo_flashlight,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_lightoff.wav,#tr_holo_lightoff,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_target.wav,#tr_holo_target,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_hitall.wav,#tr_holo_hitall,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_grenade.wav,#tr_holo_grenade,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_commencing.wav,#tr_holo_commencing,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_congrats.wav,#tr_holo_congrats,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_drown.wav,#tr_holo_drown,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_breath.wav,#tr_holo_breath,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_steam.wav,#tr_holo_steam,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_radiation.wav,#tr_holo_radiation,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_injury.wav,#tr_holo_injury,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_leadguard.wav,#tr_holo_leadguard,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_usetrain.wav,#tr_holo_usetrain,Blue,,#HalfLife_Hologram,,,
ba_holo/tr_holo_done.wav,#tr_holo_done,Blue,,#HalfLife_Hologram,,,
//HG_GREN0,#HG_GREN0,Green,,#HalfLife_HECU,,,
//HG_GREN1,#HG_GREN1,Green,,#HalfLife_HECU,,,
//HG_GREN2,#HG_GREN2,Green,,#HalfLife_HECU,,,
//HG_GREN3,#HG_GREN3,Green,,#HalfLife_HECU,,,
//HG_GREN4,#HG_GREN4,Green,,#HalfLife_HECU,,,
//HG_GREN5,#HG_GREN5,Green,,#HalfLife_HECU,,,
//HG_GREN6,#HG_GREN6,Green,,#HalfLife_HECU,,,
//HG_ALERT0,#HG_ALERT0,Green,,#HalfLife_HECU,,,
//HG_ALERT1,#HG_ALERT1,Green,,#HalfLife_HECU,,,
//HG_ALERT2,#HG_ALERT2,Green,,#HalfLife_HECU,,,
//HG_ALERT3,#HG_ALERT3,Green,,#HalfLife_HECU,,,
//HG_ALERT4,#HG_ALERT4,Green,,#HalfLife_HECU,,,
//HG_ALERT5,#HG_ALERT5,Green,,#HalfLife_HECU,,,
//HG_ALERT6,#HG_ALERT6,Green,,#HalfLife_HECU,,,
//HG_MONST0,#HG_MONST0,Green,,#HalfLife_HECU,,,
//HG_MONST1,#HG_MONST1,Green,,#HalfLife_HECU,,,
//HG_MONST2,#HG_MONST2,Green,,#HalfLife_HECU,,,
//HG_MONST3,#HG_MONST3,Green,,#HalfLife_HECU,,,
//HG_COVER0,#HG_COVER0,Green,,#HalfLife_HECU,,,
//HG_COVER1,#HG_COVER1,Green,,#HalfLife_HECU,,,
//HG_COVER2,#HG_COVER2,Green,,#HalfLife_HECU,,,
//HG_COVER3,#HG_COVER3,Green,,#HalfLife_HECU,,,
